cluster_id,pipeline,n_records,record_ids,title,brand,description,price,priceCurrency
c164,llm_assisted_initial,1,"[""r1427""]","ubiquiti uap-ac-pro-5 wi-fi, 802.11 a/b/g/n/ac, 2.4/5.0 ghz, 2, web-based management, 1.3 gbit/s, power over ethernet (poe), 10,",,,2984.79,pln
c165,llm_assisted_initial,1,"[""r1428""]",originali canon pg-40 + cl-41 pixma ip1200 ip1600 ip2200 ip1700 ip1900 ip1300,,compatibile con pixma ip1200 / pixma ip1600 / pixma ip2200 / pixma mp170 / pixma mp150 / pixma mp450 / pixma ip1700 / pixma mp160 / pixma mp460 / pixma ip2500 / pixma mp210 / pixma mp220 / pixma mx300 / pixma mx310 / pixma mp140 / pixma ip2600 / pixma mp190 / pixma ip1900 / pixma ip1300,48.4,eur
c166,llm_assisted_initial,2,"[""r1429"", ""r1430""]",canon ink cart. pg-40/cl-41 multipack blistered per mf210/220//mp150/160/170/180/ 450//ip1600/1700/1800/2200// jx200/500 black/colour (0615b036),,canon ink cart. pg-40/cl-41 multipack blistered per mf210/220//mp150/160/170/180/ 450//ip1600/1700/1800/2200// jx200/500 black/colour (0615b036),530.0,sek
c167,llm_assisted_initial,1,"[""r1435""]",amd ryzen 5 3400g 3.7 ghz quad-core am4 processor| yd3400c5fhbox,,4 cores & 8 threads3.7 ghz base clock4.2 ghz max boost clocksocket am42 mb l2 & 4 mb l3 cachedual-channel ddr4-2933 memoryintegrated radeon vega 11 graphicswraith spire cooler included,600.00,aed
c168,llm_assisted_initial,18,"[""r1458"", ""r1459"", ""r1460"", ""r1461"", ""r1462"", ""r1463"", ""r1572"", ""r1573"", ""r1574"", ""r1575"", ""r1576"", ""r1577"", ""r1698"", ""r1699"", ""r1700"", ""r1701"", ""r1702"", ""r1703""]",sigma 35mm f1.4 dg hsm 'a' lens - nikon fit- £75 cashback available from sigma,sigma,"ef-mount lens/full frame formataperture range: f/1.4 to f/16one moulded glass aspherical elementthree special low dispersion elementssuper multi-layer coatingfloating system & large diameter designhyper sonic af motorrounded nine-blade diaphragmthermally stable composite materialbrass bayonet mountcompatible with sigma usb dockintroducing the new benchmark large-aperture standard lens.in 2008, sigma released a large diameter standard lens designed for digital slrs, “sigma 50mm f1.4 ex dg hsm”. at that time, products for film cameras were prevalent, yet we spent enormous effort to set a new benchmark for the 50mm lens that optimizes the characteristics of digital cameras, such as compensating peripheral brightness, controlling the point images in the corners, and improving the image drawing, not only around the focusing point, but also other areas in the image.in recent years, as the dslr evolves, development of image sensors for higher pixel size has created the photographers' desire for the lenses with superior performance. in 2012, sigma has announced the “art” line that achieves unsurpassed expressive performance to fulfill the higher requirement of photographers. the first lens from the “art” line “sigma 35mm f1.4 dg hsm [a012]” sought for uncompromising performance, and it resulted in great reviews as well as a lot of awards from all over the world. based on the accumulated wisdom and know-how to establish the standard for our “art” line series, we are proud to announce the development of the new high performance standard lens with a large diameter for this new era of superb image quality.art line delivers high-level artistic expressionsigma is organizing all its interchangeable lenses into three product lines; contemporary, art, and sports, where each line has a distinctive concept. designed with a focus on sophisticated optical performance and abundant expressive power, our art line delivers high-level artistic expression. with the astonishing rendering performance that meets the high standard, along with landscapes, portraits still-life, close-up, and casual snaps, they are perfect for the kind of photography that unleashes the inner artist. ideal for studio photography, they offer just as much expressive scope when capturing architecture and starry skies and many other scenes.astonishing rendering performanceutilizing know-how and the latest design technology accumulated through the past developments, it corrects the aberration thoroughly and achieves high resolution and astonishing rendering performance even near the edge of the image.achieving both high resolution and beautiful bokehwhile pursuing a high level of resolution on the focused point, bokeh in front and behind the point of focus is carefully maintained to have soft rendering. aberrations including sagittal coma flare and color distortion that affect the image quality are thoroughly corrected. from open aperture, high-definition rendering without blur is achieved. moreover, by ensuring vignetting at the minimum and preventing color blur around the front and back of the focus point, it also achieves natural bokeh.excellent correction of sagittal coma flareit is ideal for a wide aperture standard lens to have a high rendering performance from open aperture throughout the entire image. for instance, the molded glass aspherical lens elements provide excellent correction to sagittal coma flare. it is perfect for astronomical photography and shooting of illumination because of the reduced blur on the point light sources near the edge of the image. it also creates an attractive bokeh in portraits and indoor shooting.correction of axial chromatic aberrationfor axial chromatic aberration that is hard to correct even during the image processing, sld (special low dispersion) glass elements are incorporated, ensuring high image quality throughout the entire focusing range. the lens achieves sharp and high contrast image rendering.minimized distortionit is not possible to compensate for distortion just by changing the aperture values. thus, the lens development stage was vital in ensuring minimized distortion. the “sigma 50mm f1.4 dg hsm” has positioned each glass element to optimize the power layout at respective positions, and succeeded in minimizing distortion.rich peripheral brightnessit secures very rich brightness in the peripheral areas, which can be a common problem for a lens with a large diameter. by positioning wide elements in the front group, it has improved the efficiency at large apertures. since it is capable of minimizing vignetting, very clear depiction across the image is ensured.designed to minimize flare and ghostingflare and ghosting were thoroughly measured and monitored from the lens development stage to establish an optical design which is resistant to strong incidental light such as backlight. the super multi-layer coating reduces flare and ghosting and provides sharp and high contrast images even in backlit conditions.minimum focusing distance of 40cmthe lens incorporates a floating system that adjusts the distance between lens groups while focusing, thereby reducing the amount of lens movement required. this achieves a minimum focusing distance of 40cm and maximum magnification ratio of 1:5.6. as there is less variation in aberration at different shooting distances, the lens delivers high rendering performance throughout the entire focusing range.hyper sonic motor ensures high af speedthe hsm (hyper sonic motor) ensures a silent, high-speed af function. optimizing af algorithm, smoother af is achieved. also, this lens can offer full-time mf function by rotating the focus ring of the lens while auto focusing. without changing the af/mf focus mode switch, it allows faster focus adjustment.new additional function added to “sigma usb dock(optional)”with the optional sigma usb dock, you can update your lens firmware, adjust focus points and customize the setting of full-time mf function and the timing to operate the full-time mf function. by attaching this lens to a sigma usb dock, which is connected to a computer, the dedicated software “sigma optimization pro” offers various types of customization and adjustment.incorporating rounded diaphragmthe 9 blade-rounded diaphragm creates an attractive blur to the out-of-focus areas of the image.design conceptwith the new product lines, supplied hoods incorporate rubber for the connected part. lens caps and af/mf switches are also newly designed in order to improve usability. for the parts inside, metals and a new material called tsc (thermally stable composite), which works well with metals, are located to achieve products with high accuracy. the lens barrel includes the year of release, engraved for users to recognize when the lens was released.brass made bayonet mountthis lens incorporates a brass made bayonet mount which has both high accuracy and durability. a special treatment to reinforce its strength is applied to the surface giving it greater strength and making it highly resistant to long-term use.",699.00,usd
c169,llm_assisted_initial,1,"[""r1466""]","wd 3tb my book desktop 3.5\"" usb3.0 e/hdd",,"wd 3tb my book desktop 3.5\"" usb3.0 e/hdd",1738.26,zar
c17,llm_assisted_initial,159,"[""r102"", ""r103"", ""r104"", ""r105"", ""r106"", ""r107"", ""r108"", ""r109"", ""r110"", ""r111"", ""r112"", ""r113"", ""r141"", ""r143"", ""r144"", ""r145"", ""r146"", ""r147"", ""r148"", ""r149"", ""r240"", ""r242"", ""r243"", ""r244"", ""r245"", ""r253"", ""r255"", ""r256"", ""r257"", ""r330"", ""r333"", ""r334"", ""r335"", ""r432"", ""r433"", ""r434"", ""r435"", ""r436"", ""r437"", ""r492"", ""r493"", ""r494"", ""r495"", ""r496"", ""r497"", ""r540"", ""r541"", ""r542"", ""r543"", ""r544"", ""r545"", ""r948"", ""r949"", ""r950"", ""r951"", ""r952"", ""r953"", ""r996"", ""r997"", ""r998"", ""r999"", ""r1000"", ""r1001"", ""r1056"", ""r1057"", ""r1059"", ""r1060"", ""r1061"", ""r1116"", ""r1117"", ""r1118"", ""r1119"", ""r1120"", ""r1128"", ""r1129"", ""r1131"", ""r1176"", ""r1177"", ""r1178"", ""r1179"", ""r1180"", ""r1181"", ""r1206"", ""r1207"", ""r1208"", ""r1209"", ""r1210"", ""r1296"", ""r1297"", ""r1298"", ""r1299"", ""r1300"", ""r1320"", ""r1321"", ""r1322"", ""r1323"", ""r1324"", ""r1325"", ""r1332"", ""r1333"", ""r1334"", ""r1335"", ""r1336"", ""r1337"", ""r1368"", ""r1369"", ""r1370"", ""r1371"", ""r1372"", ""r1373"", ""r1392"", ""r1393"", ""r1394"", ""r1395"", ""r1397"", ""r1422"", ""r1423"", ""r1424"", ""r1425"", ""r1426"", ""r1488"", ""r1489"", ""r1491"", ""r1492"", ""r1493"", ""r1620"", ""r1622"", ""r1623"", ""r1624"", ""r1625"", ""r1680"", ""r1681"", ""r1682"", ""r1683"", ""r1684"", ""r1685"", ""r1722"", ""r1723"", ""r1724"", ""r1725"", ""r1726"", ""r1727"", ""r1770"", ""r1771"", ""r1772"", ""r1773"", ""r1774"", ""r1775"", ""r1776"", ""r1777"", ""r1778"", ""r1779"", ""r1780"", ""r1781"", ""r1788"", ""r1789"", ""r1790"", ""r1791"", ""r1793""]","ubiquiti unifi ac hd uap-ac-hd ieee 802.11ac 2.47 gbit/s wireless access point - 2.40 ghz, 5 ghz - 2 x network (rj-45) - ceiling mountable, wall mountable - 5 pack",tp-link,"3 gb ram, 32 gb emmc, 1 tb hdd, 8-core 2.0ghz arm, 10/100/1000 ethernet port, bluetooth",0.0,eur
c170,llm_assisted_initial,4,"[""r1482"", ""r1483"", ""r1485"", ""r1487""]","monitor curbat led samsung c27f390fhu, 27\"", full hd, 60hz, negru",,"68.58 cm (27\"") led full hd, va curved/1800r, 1920 ? 1080, 250 cd/m², 3000:1, 4 ms, hdmi, d-sub, a-class, 622.9 x 462.5 x 247.7 mm",187.46,pln
c171,llm_assisted_initial,1,"[""r1484""]",samsung c27f390 27in full hd led monitor,,the samsung 27” curved monitor with 1. 8 m radius of arc wraps your field of vision like your local imax theatre screen.,19632.440,php
c172,llm_assisted_initial,1,"[""r1490""]",ubiquiti networks uvc-g3-led security camera accessory,,"ir range extender, ø80 x 26mm, 75g",139.26,eur
c173,llm_assisted_initial,4,"[""r1500"", ""r1501"", ""r1502"", ""r1505""]","benq lcd sw2700pt 27\"" w/ips led/2560x1440/5ms/dvi-dl/hdmi/2xusb3.0/flicker-free/vesa 9h.ldklb.qbe",benq,"27\"" benq sw2700pt colour management adobe rgb monitor, ahva ips panel, 2560x1440, 5ms, 350cd/m², dp 1.2/hdmi 1.4/dvi-d",2999.00,pln
c174,llm_assisted_initial,1,"[""r1503""]","monitor 27 sw2700pt led qhd,ips,hdmi,dp,usb",,,3028,pln
c175,llm_assisted_initial,1,"[""r1504""]","benq sw2700pt 27\"" 2kphotovue photographer monitor",,"benq sw2700pt 27\"" 2kphotovue photographer monitor",1.29899e3,nzd
c176,llm_assisted_initial,6,"[""r1524"", ""r1525"", ""r1526"", ""r1527"", ""r1528"", ""r1529""]",park tool mini chain brute chain tool ct-5c 5-12sp,park tool,"brand: park toolcolor: one colorfeatures: shop quality tool in a compact sizecompatible with all 5-to-12-speed chains including sram axsstrong driving pin is replaceable (part #ctp)perfect take-along chain tool at only 2.7 oz. (77g)binding: sportspublisher: park toolrelease date: 17-06-2008details: wee but effective, park tool's ct-5 mini chain brute chain tool is perfect to throw in your pack for trailside repairs. the steel construction is burly enough to pop the pins out of any chain, and the large lever makes the chain brute easy to operate without taking your gloves off.package dimensions: 6.5 x 3.3 x 0.6 inches",2.998e1,usd
c177,llm_assisted_initial,1,"[""r1561""]",ws-c2960x-24td-l- sfp lan base switch,,cisco catalyst 2960 x 24 gige lan base 2 x 10g sfp+ switch,1053.00,usd
c178,llm_assisted_initial,2,"[""r1580"", ""r1581""]","16gb kit (2 x 8gb) vengeance lpx ddr4 3200mhz, cl16, black, dimm memory",,"specificationfan includednomemory seriesvengeance lpxmemory typeddr4memory size 16gb kit (2 x 8gb) gb)tested latency16-18-18-36tested voltage1.35vtested speed3200mhzmemory colorblackspd latency15-15-15-36spd speed2133mhzspd voltage1.2vspeed ratingpc4-25600 (3200mhz)compatibilityintel 100 series,intel 200 series,intel 300 series,intel x299,amd 300 series,amd 400 series,amd x570heat spreaderanodized aluminumpackage memory formatdimmperformance profilexmp 2.0package memory pin288",79.91,usd
c179,llm_assisted_initial,1,"[""r1582""]",corsair vengeance lpx lpx 16gb ddr4 3200mhz geheugenmodule,,"designed for high-performance overclocking on intel 100 series motherboardsvengeance lpx memory is designed for high-performance overclocking. the heatspreader is made of pure aluminum for faster heat dissipation, and the eight-layer pcb helps manage heat and provides superior overclocking headroom. each ic is individually screened for performance potential.the ddr4 form factor is optimized for the latest intel 100 series motherboards and offers higher frequencies, greater bandwidth, and lower power consumption than ddr3 modules. vengeance lpx ddr4 modules are compatibility-tested across 100 series motherboards for reliably fast performance. there’s xmp 2.0 support for trouble-free automatic overclocking. and, they’re available in multiple colors to match your motherboard, your components, or just your style.featurescompatibility tested across 100 series motherboards for reliably fast performancepart of our exhaustive testing process includes performance and compatibility testing on most every 100 series motherboard on the market – and a few that aren’t.designed for high-performance overclockingeach vengeance lpx module is built from an eight-layer pcb and highly-screened memory ics. the efficient heat spreader provides effective cooling to improve overclocking potential.pure aluminum heat spreader for faster heat dissipation and cooler operationoverclocking overhead is limited by operating temperature. the unique design of the vengeance lpx heat spreader optimally pulls heat away from the ics and into your system’s cooling path, so you can push it harder.the heat spreader doesn’t just allow vengeance lpx to run better… the aggressive yet refined form factor looks great in showcase systems.xmp 2.0 support for trouble-free, automatic overclockingmanually pushing your dram frequency can be a fun experiment, but sometimes you just want to get maximum performance without the hassle.intel 100 series-based motherboards support the new xmp 2.0 standard, and vengeance lpx dram does, too. turn it on, and it will automatically adjust to the fastest safe speed for your vengeance lpx kit. you’ll get amazing, reliable performance without lockups or other strange behavior.low-profile design fits in smaller spaceswhen the first mini-itx and micro atx motherboards for ddr4 are released, vengeance lpx will be ready. the small form factor makes it ideal for smaller cases or any system where internal space is at a premium.available in multiple colors to match your motherboard or your systemthe best high-performance systems look as good as they run. vengeance lpx is available in several colors to match your motherboard, your other components, your case… or just your favorite color.designed for enthusiasts. backed by corsair.world-famous reliability and performancethere's a reason why world-champion overclockers, extreme gaming enthusiasts and high-end system builders all trust corsair for high-performance memory that they can install with confidence and pride. whether you're breaking your own records or you're simply building a dream gaming rig, you can count on corsair memory.lifetime limited warrantyyour performance investment is protected. all of our memory products are backed by a limited lifetime warranty.the corsair advantagewith a long history of building enthusiast-grade memory and components, we've earned a reputation for quality, compatibility, and performance. need help? we're available by phone call, email or web forum.",7.595e1,eur
c18,llm_assisted_initial,1,"[""r114""]",ultra usb 3.0 dual drive type c 32go,,sandisk ultra usb 3.0 dual drive type c 32gb,1.49e1,chf
c180,llm_assisted_initial,1,"[""r1589""]",brother mfc-l2710dw multifunzione laser 1200 x 1200 dpi 30 ppm a4 wi-fi,,"mfc-l2710dn - 30ppm, 1200 x 1200dpi, 600mhz, 64mb, lcd, 48db, usb 2.0, wi-fi, ethernet, 440w, 11.8kg",184.49,eur
c181,llm_assisted_initial,1,"[""r1600""]",intel cpu core i7 9700f (1151/3 ghz/12 mb),,,4.299e2,eur
c182,llm_assisted_initial,1,"[""r1601""]",intel core i7 9700f coffee lake refresh eight core 3.0 ghz 1151,,"intel® optane™ memory supportedintel® optane™ memory is a revolutionary new class of non-volatile memory that sits in between system memory and storage to accelerate system performance and responsiveness. when combined with the intel® rapid storage technology driver, it seamlessly manages multiple tiers of storage while presenting one virtual drive to the os, ensuring that data frequently used resides on the fastest tier of storage. intel® optane™ memory requires specific hardware and software configuration.intel® turbo boost technologyintel® turbo boost technology dynamically increases the processor's frequency as needed by taking advantage of thermal and power headroom to give you a burst of speed when you need it, and increased energy efficiency when you don't.intel® virtualization technology (vt-x)intel® virtualization technology (vt-x) allows one hardware platform to function as multiple ?virtual? platforms. it offers improved manageability by limiting downtime and maintaining productivity by isolating computing activities into separate partitions.intel® virtualization technology for directed i/o (vt-d)intel® virtualization technology for directed i/o (vt-d) continues from the existing support for ia-32 (vt-x) and itanium® processor (vt-i) virtualization adding new support for i/o-device virtualization. intel vt-d can help end users improve security and reliability of the systems and also improve performance of i/o devices in virtualized environments.intel® vt-x with extended page tables (ept)intel® vt-x with extended page tables (ept), also known as second level address translation (slat), provides acceleration for memory intensive virtualized applications. extended page tables in intel® virtualization technology platforms reduces the memory and power overhead costs and increases battery life through hardware optimization of page table management.intel® tsx-niintel® transactional synchronization extensions new instructions (intel® tsx-ni) are a set of instructions focused on multi-threaded performance scaling. this technology helps make parallel operations more efficient via improved control of locks in software.intel® 64intel® 64 architecture delivers 64-bit computing on server, workstation, desktop and mobile platforms when combined with supporting software. intel 64 architecture improves performance by allowing systems to address more than 4 gb of both virtual and physical memory.instruction setan instruction set refers to the basic set of commands and instructions that a microprocessor understands and can carry out. the value shown represents which intel's instruction set this processor is compatible with.instruction set extensionsinstruction set extensions are additional instructions which can increase performance when the same operations are performed on multiple data objects. these can include sse (streaming simd extensions) and avx (advanced vector extensions).idle statesidle states (c-states) are used to save power when the processor is idle. c0 is the operational state, meaning that the cpu is doing useful work. c1 is the first idle state, c2 the second, and so on, where more power saving actions are taken for numerically higher c-states.enhanced intel speedstep® technologyenhanced intel speedstep® technology is an advanced means of enabling high performance while meeting the power-conservation needs of mobile systems. conventional intel speedstep® technology switches both voltage and frequency in tandem between high and low levels in response to processor load. enhanced intel speedstep® technology builds upon that architecture using design strategies such as separation between voltage and frequency changes, and clock partitioning and recovery.thermal monitoring technologiesthermal monitoring technologies protect the processor package and the system from thermal failure through several thermal management features. an on-die digital thermal sensor (dts) detects the core's temperature, and the thermal management features reduce package power consumption and thereby temperature when required in order to remain within normal operating limits.intel® identity protection technologyintel® identity protection technology is a built-in security token technology that helps provide a simple, tamper-resistant method for protecting access to your online customer and business data from threats and fraud. intel® ipt provides a hardware-based proof of a unique user's pc to websites, financial institutions, and network services; providing verification that it is not malware attempting to login. intel® ipt can be a key component in two-factor authentication solutions to protect your information at websites and business log-ins.coffeelake refreshbx80684i79700socket1151cpu size14nmnumber of cores8number of threads8clock speed3.0ghzturbo speed4.7ghzunlocked core multipliern/aprocessor graphicsn/agpu base speedn/agpu max speedn/agpu max resolutionn/acache12 mb smartcachemax tdp95wheatsinkyespackagingretail",399.00,gbp
c183,llm_assisted_initial,1,"[""r1617""]",gigabyte rtx2080 ti aorus xtreme11gb gddr6 hdmi 3xdp usb-c,,giga vga 11gb rtx2080ti xtreme 3xdp/hdmi,1295,eur
c184,llm_assisted_initial,1,"[""r1621""]","uvc-g4-proubiquiti professional indoor/outdoor, 4k video, 3x optical zoom, and poe support",,,3.05,ghs
c185,llm_assisted_initial,1,"[""r1664""]",seagate 6tb 7200rpm sata-600 256mb nas hdd st6000ne000,,,81096,huf
c186,llm_assisted_initial,1,"[""r1675""]",wired mouse desktop 3-button black,,"the comfortable, lower-profile shape feels good in either hand—even after a long day of work. you’ll enjoy smooth, precise cursor control that lets you edit documents and navigate the web more efficiently. it works right out of the box—you just plug it into your usb port and you’re ready for business.",11.79,eur
c187,llm_assisted_initial,6,"[""r1686"", ""r1687"", ""r1688"", ""r1689"", ""r1690"", ""r1691""]","hikvision switch poe - ds-3e0105p-e (4 port 100mbps, 58w, 1 uplink port, l2)",,"the hikvision ds-3e0105p-e is a network switch poe. with a 100mbps port and 4 10/100mbps power over ethernet ports, hikvision's unique ds-3e0105p-e switch is a high-powered solution. it offers a simple no configuration setup, automated detection, and compliant energy input capabilities for consistent results. by providing a robust extended transmission mode, the unmanaged poe switch delivers optimal speeds of 10mbps across longer ranges (up to 250 meters). featureslayer 2 unmanaged poe switch4x 10/100mbps ethernet ports1x 100mbps uplinkieee 802.3af or 802.3at poe standard802.3af or 802.3at132 mm x 93.3 mm x 27.6 mmpower: 51 vdc, 63 watts max (psu included)operating temperature: 0 - 40cspecificationsportsnetwork ports:5poe port:4,10/100mbpsrj45portsuplink port:1,100methernetportstandardnetwork protocol:ieee802.3,802.3u,802.3x,802.3af,802.3atperformanceswitching capacity:1gbpsmax. forwarding rate:0.74mppshigh priority ports:port1forwarding mode:store-and-forwardmac address table:1kflow control:ieee802.3xfullduplexpower over ethernetpoe standard:ieee802.3af,ieee802.3atpoe power budget:58wworking mode:extendon:250m,10m,cat5eextendoff:100mgeneralpower supply:51vdc,1.25apower consumption:≤63wsurge protection:4kvworking temperature:temperature:0℃-40℃working humidity:humidity:10%-90%,non-condensingstorage temperature:temperature:-40℃-70℃storage humidity:humidity:5%-90%,non-condensingweight:0.299kgdimension:132mm*93.3mm*27.6mmdownloadsds-3e0105p-e_datasheet.pdf",97.520001,eur
c188,llm_assisted_initial,1,"[""r1693""]",crucial ct51264bf160bj 4gb ddr3 pc3-12800 unbuffered non-ecc,,"crucial 4gb ddr3 pc3-12800 unbuffered non-ecc 1.35v204-pin sodimmddr3 204-pin sodimm: approximately 2.66 in. by 1.18 in. (66 mm by 30 mm)in short, 204-pin small outline dual inline memory modules (sodimms) are the form factor used to provide ddr3 memory modules for notebook computers and other small form factor computing platforms. 204-pin sodimms are currently available in pc3-8500 (ddr3 1066mhz) and pc3-10600 (ddr3 1333mhz) speeds.to use ddr3 memory, your system must have both a 204-pin sodimm slot and a chipset that supports ddr3 memory. a ddr3 sodimm will not fit into ddr2 or ddr memory sockets. (information about which memory technology your system uses is included in the crucial memory advisor™ tool.)sodimms are smaller and thinner than regular dimms, and the 204-pin sodimm pcbs are always ~2.6 inches long and are usually around 1.18 inches high (though the heights can vary slightly). they consist of a number of memory components (usually black) that are attached to a printed circuit board (usually green). the number of memory components on a 204-pin sodimm’s printed circuit board (pcb) can vary, but the pcb will always have 102 pins on the front and the back both, for a total of 204 pins. the gold pins on the bottom of the sodimm provide the connection between the memory module and the memory socket.specificationecc: non-eccform factor: sodimmmodule size: 4gbkit qty: 1speed: 1600 mt/stracer: falsevoltage: 1.35vdimm type: unbufferedbullet features: increases system performancewarranty: limited lifetimespecs: ddr3 pc3-12800 • cl=11 • unbuffered • non-ecc • ddr3-1600 • 1.35v",943.00,mur
c189,llm_assisted_initial,1,"[""r1695""]",crucial 4gb 1600mhz ddr3l so-dimm laptop memory sr,,"go faster and furthergo faster and further with a notebook or netbook memory upgrade from crucial. we?ve got quality sodimm memory for mobile systems. and because a memory upgrade is one of the easiest, most affordable ways to improve system performance, it?s the ideal solution for on the go users. if you count on your netbook or notebook, count on memory from crucial. crucial is a key brand in the lexar media family of products. so whether you?re focused on your family, friends, work or life outside of work crucial dram products help make computing more reliable, faster, and more effortless. with upgrades for nearly every pc and mac system out there, plus flash products and solid state drives, you can be sure that if it?s important to you, it?s safe with us. help your laptop performs at its best: designed to help your laptop run faster and smoother, a crucial memory upgrade is one of fastest, most affordable, and easiest ways to improve your system? performance. crucial memory empowers your laptop to achieve faster application loading times, faster system responsiveness and increased the ability to multitask and handle data-intensive programs. what does this mean? spend less time staring at loading screens and more time getting stuff done. crucial laptop modules are rigorously tested at both the component and module level to ensure that your memory meets our stringent compatibility and performance standards. every module crucial manufactures are tested for complete functionality before it leaves our doors. at a fraction of the price of your laptop, an investment in crucial memory helps your system get up to speed. crucial quality you can depend on: crucial is a trusted name when it comes to dram, and that? no coincidence. as a brand of micron, one of the largest manufacturers of dram in the world, crucial works with our engineers to design, refine, test, manufacture and support our extensive line of memory modules. to ensure that you get a reliable memory upgrade, crucial tests every module at the component and module level to make certain that it meets our exacting specifications. if it doesn?t meet or exceed the performance levels that crucial advertises, then it doesn?t leave our doors. with a product portfolio that includes thousands of upgrades for more than 50, 000 systems, crucial has one specifically designed for you.",47.15,usd
c19,llm_assisted_initial,1,"[""r115""]","ultra dual drive usb type-c usb-nøgle 32 gb usb type-a / usb type-c 3.2 gen 1 (3.1 gen 1) sort, sølv",,"high-speed usb 3.1 performance in a usb type-c drive easily free up space on your smartphone or quickly transfer files between devices at usb 3.1 high speeds of up to 150mb/s. with a reversible usb type-c connector and a traditional usb connector, the sandisk ultra dual drive usb type-c lets you quickly and easily transfer files between smartphones, tablets and computers. plus the sandisk memory zone app for android (available on google play) helps you manage your device’s memory and your content. the sandisk ultra dual drive usb type-c is the perfect liaison between your new usb type-c device and your devices with traditional usb ports.the flash drive for usb type-c devices designed specifically for next-generation devices with the new usb type-c port. the reversible connector has a symmetric design, so that it’s always right-side up, making it easy and fast to plug in.high-speed usb 3.1 high-speed usb 3.1 performance of up to 150mb/s means you spend less time waiting to transfer your photos, videos, songs, and other files between devices.dual usb type-c and usb type-a connectors with dual connectors, the sandisk ultra dual drive usb type-c lets you free up space on your smartphone or tablet, or transfer files between multiple devices, whether it has a usb type-c port or the traditional usb type-a port.sandisk memory zone app for easy file management available from the google play store, the sandisk memory zone app lets you view, access, and back up all the files from your phone's memory in one location. it can also automatically move files from your device to your drive to free up space.kapacitet: 32 gbenhedsgrænseflade: usb type-a / usb type-cusb version: 3.2 gen 1 (3.1 gen 1)læse hastighed usb 3.2 gen 1 (3.1 gen 1): 150 mb/sunderstøttede windows-operativsystemer: windows 10 education,windows 10 education x64,windows 10 enterprise,windows 10 enterprise x64,windows 10 home,windows 10 home x64,windows 10 pro,windows 10 pro x64,windows 7 enterprise,windows 7 enterprise x64,windows 7 home basic,windows 7 home basic x64,windows 7 home premium,windows 7 home premium x64,windows 7 professional,windows 7 professional x64,windows 7 starter,windows 7 starter x64,windows 7 ultimate,windows 7 ultimate x64,windows 8,windows 8 enterprise,windows 8 enterprise x64,windows 8 pro,windows 8 pro x64,windows 8 x64,windows vista business,windows vista business x64,windows vista enterprise,windows vista enterprise x64,windows vista home basic,windows vista home basic x64,windows vista home premium,windows vista home premium x64,windows vista ultimate,windows vista ultimate x64mac kompabilitet: jaunderstøttede mac-operativsystemer: mac os x 10.10 yosemite,mac os x 10.11 el capitan,mac os x 10.12 sierra,mac os x 10.13 high sierra,mac os x 10.6 snow leopard,mac os x 10.7 lion,mac os x 10.8 mountain lion,mac os x 10.9 mavericksunderstøttede mobile operativsystemer: androidformfaktor: glidefarve på produkt: sort, sølvnøglering: nejfingeraftrykslæser: nejpin-kode-sikret adgang: nejbeskyttelse af adgangskode: nejdriftstemperatur (t-t): 0 - 45 °copbevaringstemperatur (t-t): -10 - 70 °cbredde: 38,1 mmdybde: 9,4 mmhøjde: 20,1 mmvægt: 9,1 gpakke bredde: 101,6 mmpakke dybde: 11,7 mmpakke højde: 152,4 mmpakkevægt: 28,3 gpakketype: blisterantal pr. pakke: 1 stkantal pr. hovedkasse (udvendig): 25 stkhovedkasse (ekstern), bredde: 11,9 cmhovedemballage (ekstern) længde: 19,2 cmydre emballage, højde: 18,1 cmmaster kartonvægt: 797,5 g",140.00,dkk
c190,llm_assisted_initial,1,"[""r1704""]",amd ryzen 5 2600x/ am4 / box / 3.6-4.2ghz,,"the amd wraith spire cooleramd bundles the wraith spire cooler with the 2nd gen ryzen™ 5 2600x processor, featuring excellent thermal performance.amd ryzen™ ready socket am4 platformamd’s future-proof mainstream computing platform, updated with the new x470 chipset.amd storemi technologysoftware that combines the speed of your ssd with the capacity of your hard disk into a single, fast, easy-to-manage drive.amd sensemi technologywith amd sensemi technology, ryzen™ processors use true machine intelligence to accelerate performance.amd ryzen™ master utilitythe simple and powerful overclocking utility for amd ryzen™ processors.",1.6895e2,eur
